code	gen1	gen2	gen3	gen4	gen5	gen6	gen7	gen8	gen9	gen10	gen11	gen12	gen13	gen14	gen15	gen16	gen17	gen18	gen19	gen20	gen21	gen22	gen23	gen24	gen25	gen26	gen27	forest	geology	surface
2977	13	4	0	5	0	3	1	14	2	23	36	0	17	7	1	1	2	0	33	1	14	1	8	43	108	4	0	7	3	9.94
1260	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2
2816	3	4	1	0	0	2	3	0	6	51	80	22	29	38	14	4	12	19	0	2	48	1	5	7	61	10	0	7	3	16.5
1844	2	0	0	0	2	0	1	0	2	17	12	6	50	0	5	0	1	0	0	4	3	0	5	1	7	8	2	5	2	8
2256	4	1	2	0	0	1	0	6	3	3	19	12	23	4	1	2	0	0	49	0	4	0	9	11	19	2	0	5	6	9
1780	0	2	0	6	1	0	0	13	0	0	2	0	2	1	5	0	0	0	4	0	1	0	6	12	35	0	0	1	3	6
3417	0	8	0	2	0	0	1	4	1	46	47	0	12	0	0	1	13	3	9	0	2	1	3	8	12	21	19	1	6	10.5
1377	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	5	6	1.5
487	0	0	0	0	0	0	9	0	0	18	10	11	8	0	0	0	2	1	3	0	0	0	0	7	3	15	31	1	1	6
126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	5	0.5
2911	0	0	3	0	0	0	0	0	0	3	11	5	9	0	0	0	2	0	0	1	3	0	0	7	2	5	3	7	6	3.5
1356	0	0	0	0	0	0	4	17	1	0	4	3	5	0	0	0	1	0	10	1	0	0	2	9	2	3	0	2	6	2.5
2576	6	0	1	0	0	2	0	3	1	24	37	17	2	4	2	1	3	0	0	0	13	1	4	6	28	8	0	7	6	14
1722	20	5	0	1	0	1	1	52	0	49	138	19	121	0	8	12	0	0	94	0	20	1	35	57	156	0	0	7	3	30.5
688	2	0	0	2	0	0	5	0	0	8	16	22	51	0	0	0	0	0	7	0	9	1	3	1	3	35	0	1	1	14.000263103
304	1	0	0	0	1	1	0	2	2	2	14	7	5	0	0	1	0	0	0	4	5	0	1	2	1	21	2	7	5	8.5
3570	2	1	3	0	0	1	0	3	6	23	26	11	4	3	4	2	3	4	20	0	6	1	0	6	3	16	6	5	2	10.5
2455	0	0	1	0	0	0	0	3	0	8	4	0	3	0	0	4	0	0	2	1	1	0	2	5	19	0	0	7	3	2.25
2345	1	0	0	0	0	0	0	7	1	4	7	1	3	4	1	2	0	0	0	0	3	3	4	3	22	0	0	7	3	4.28
201	2	0	0	0	15	0	3	0	3	46	14	10	7	0	4	2	0	0	0	11	2	0	0	0	4	72	15	6	5	22
2611	10	0	1	3	0	1	0	1	0	26	20	1	24	2	2	8	3	0	2	2	14	0	3	11	77	1	0	7	3	10.5
1290	2	0	0	0	0	0	0	0	0	27	4	0	0	44	0	0	0	0	0	2	1	0	0	2	0	3	0	5	6	8
2786	5	4	8	1	0	3	0	22	3	23	51	13	40	3	2	2	0	0	0	5	13	6	16	24	70	1	0	7	6	20.5
192	6	1	0	0	3	1	0	0	2	208	31	13	8	0	7	1	1	0	0	2	27	0	2	1	5	66	0	6	5	22.5
1839	13	0	0	0	0	0	3	0	0	40	28	24	4	0	2	0	0	0	0	5	1	0	4	1	2	46	10	5	6	10.5
1732	5	1	0	0	1	2	0	0	0	49	40	0	16	1	0	0	2	0	0	10	1	0	4	2	3	25	0	1	6	18.5
3008	5	4	4	0	1	2	0	45	1	46	54	1	31	0	2	1	2	0	3	2	15	0	25	54	130	4	0	1	6	15.44
3209	0	4	1	0	0	0	0	6	0	19	13	9	6	0	0	0	2	0	5	0	1	0	3	11	4	3	13	7	6	7
513	4	24	0	7	3	0	20	17	0	17	35	59	25	0	5	0	48	0	420	11	16	0	24	9	29	108	75	1	5	28
840	3	0	0	1	0	0	0	0	1	6	4	4	8	0	0	0	0	0	0	0	2	0	1	0	1	8	1	7	1	3.0000055206
1122	3	0	0	0	0	0	0	5	0	17	3	0	8	0	3	1	0	0	8	2	4	0	3	4	1	0	1	1	1	5.5
836	2	0	0	0	0	0	0	20	0	7	3	0	0	2	1	0	0	0	1	0	1	0	3	7	3	0	0	5	1	5
3271	1	2	0	0	0	2	1	9	2	28	18	5	0	19	1	6	2	0	32	0	2	0	3	22	15	8	0	1	6	10.5
1492	2	0	0	0	0	0	0	0	0	61	17	0	16	3	0	0	0	0	0	1	1	0	0	1	2	0	0	5	6	5.5
2535	5	0	0	3	0	2	0	0	2	10	26	2	14	2	3	6	0	0	0	1	12	3	17	5	19	0	0	7	6	10
701	6	3	6	5	19	8	32	36	6	79	54	22	50	2	1	3	0	0	16	4	13	3	11	14	23	163	1	1	5	32
845	10	2	1	8	1	1	19	7	3	170	42	34	31	0	7	0	1	0	15	0	15	0	20	7	38	64	3	7	5	19.5
1810	8	0	0	2	1	1	0	9	1	20	51	13	33	6	3	11	2	0	0	0	19	1	13	8	55	6	0	7	3	17.5
1677	2	4	0	0	0	2	0	15	0	12	33	9	13	11	15	5	6	0	56	0	14	3	13	59	121	14	0	7	3	21
3486	4	4	6	0	0	3	1	17	1	63	26	0	5	5	0	7	12	7	329	0	2	0	11	31	14	70	8	1	6	18.5
200	0	0	0	0	1	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	5	6	5	1
2750	4	0	1	5	0	0	0	0	0	17	22	0	16	2	5	4	0	0	0	0	13	0	13	5	17	1	0	7	3	10.5
235	0	0	0	1	6	0	1	2	0	63	10	2	2	0	1	1	1	0	0	1	0	0	1	2	1	40	29	6	5	9
3406	12	0	2	0	0	1	0	28	0	7	20	0	3	0	1	0	0	0	3	0	15	2	9	13	49	0	0	5	3	10.5
177	9	0	0	0	2	0	2	0	0	41	14	2	5	0	1	1	0	0	1	23	4	2	0	0	5	52	0	6	5	12
3589	4	3	0	0	2	1	2	1	0	24	32	20	38	1	4	2	3	0	14	0	6	0	6	9	11	28	0	1	2	12.5
318	3	0	0	1	0	0	2	0	0	3	18	9	4	0	1	0	0	0	0	2	3	0	3	1	1	52	9	7	5	9
61	2	0	0	0	0	0	0	1	0	11	11	0	5	0	1	1	0	0	0	1	3	1	11	1	3	8	0	6	5	10
2110	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	6	6	0.5
996	5	0	2	1	1	10	4	0	1	79	34	6	64	0	0	0	0	0	84	1	21	0	9	4	8	57	1	1	5	19
1214	2	0	0	0	0	1	1	8	0	9	4	8	7	0	0	0	1	0	0	1	2	0	2	6	7	8	0	1	1	5
155	0	0	1	1	8	3	1	5	1	16	18	14	12	0	3	0	0	0	0	3	0	0	9	3	7	58	29	6	5	17.5
2226	9	0	0	0	0	0	0	11	0	16	18	0	25	0	3	3	0	0	0	1	15	0	20	9	74	0	0	7	3	10.5
465	0	0	0	1	0	1	21	2	0	101	76	51	24	0	0	1	4	1	0	3	2	0	9	2	7	96	74	1	1	18
55	3	0	0	0	1	0	1	3	0	3	8	2	7	0	2	1	0	0	1	2	5	1	3	2	5	7	1	6	5	9.5
1225	0	0	0	0	0	0	0	0	0	168	9	0	3	4	0	0	0	0	0	1	7	0	0	0	0	0	0	2	3	10
2339	5	1	0	0	0	0	0	2	0	2	7	0	6	0	1	5	0	0	0	0	8	0	1	4	21	0	0	7	3	5.5
2019	0	0	0	0	0	0	0	0	0	17	2	0	1	2	0	7	0	0	0	0	1	0	0	1	0	0	0	3	6	2.5
2336	3	2	0	0	0	0	0	7	1	7	15	0	14	0	0	4	0	0	0	0	5	0	3	7	49	0	0	7	3	5
2116	10	0	0	1	0	0	1	11	1	22	53	7	47	6	5	2	1	0	0	6	8	0	2	19	40	9	1	6	6	14.5
1875	1	0	0	0	0	1	0	0	0	4	0	0	0	17	0	0	0	0	0	0	4	0	4	2	2	0	0	5	6	2.5
3150	4	6	1	0	0	2	3	14	0	23	78	6	16	8	4	1	3	0	4	3	5	0	8	25	27	11	5	1	6	14.5
1963	5	0	0	0	0	0	0	0	2	0	0	0	0	25	0	0	0	0	0	0	1	0	0	0	2	0	0	5	6	2
1695	4	0	0	0	1	0	2	2	3	24	12	25	10	3	6	0	2	0	65	2	7	0	1	0	0	29	6	5	6	11.5
1437	0	0	0	0	0	1	0	2	0	5	6	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	5	6	2.5
1281	2	0	0	0	0	0	1	0	0	69	9	0	6	21	0	0	2	0	0	0	3	0	0	1	5	24	0	5	6	11
448	0	1	0	1	2	0	13	1	1	92	44	65	28	0	2	1	0	0	0	1	2	1	4	2	5	49	90	1	1	17.5
2550	7	0	4	0	0	2	0	7	0	23	22	0	4	2	1	2	1	0	0	2	7	2	4	26	100	1	0	7	3	10.25
2141	12	4	1	0	1	1	3	0	7	81	69	0	52	7	2	0	1	0	0	0	24	1	3	9	10	45	0	1	6	18
661	1	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	5
3005	4	3	1	2	2	0	0	2	0	20	29	5	9	21	3	1	1	0	0	0	8	0	9	13	39	7	1	7	6	10.625
1282	0	0	0	0	0	1	0	1	0	47	6	0	3	2	0	0	2	0	0	3	5	0	0	1	4	1	0	5	3	5
1336	0	1	0	0	0	0	0	0	0	7	1	0	5	2	0	0	1	0	0	0	4	0	0	2	3	0	0	2	6	4
3472	7	3	1	0	0	0	1	16	5	30	26	0	0	1	2	1	1	0	21	0	4	0	4	7	7	16	6	1	6	9.5
3072	2	1	2	0	0	2	7	27	7	11	22	27	97	17	0	9	14	0	31	0	1	0	8	12	6	43	4	1	6	20.5
85	0	0	0	2	3	3	0	13	0	11	10	1	5	0	2	4	0	0	1	8	6	2	14	13	3	27	0	6	5	11.5
2613	6	1	2	3	0	1	0	19	0	15	26	4	12	0	1	4	1	0	2	0	12	0	3	13	76	1	0	7	3	9
2818	3	1	9	0	2	1	3	0	2	37	92	27	6	2	3	7	13	18	56	0	19	2	8	29	95	19	0	7	3	16.5
389	2	0	0	0	0	1	0	4	0	3	21	10	6	0	0	0	0	0	2	1	5	0	4	2	3	59	5	7	5	11
2840	4	2	2	0	0	3	4	2	1	23	71	14	71	2	3	4	1	0	0	7	26	2	6	2	7	17	0	7	6	22
2093	5	0	0	0	0	0	2	0	1	1	26	0	22	4	0	0	0	0	0	2	3	0	1	2	1	1	0	5	6	6
3669	4	6	0	0	3	0	0	3	0	16	34	12	4	0	0	1	9	2	22	2	3	4	4	8	35	23	37	1	2	11
1352	1	0	1	0	0	0	0	19	2	16	3	5	6	0	0	0	0	0	13	1	1	0	1	8	4	0	0	5	3	5.5
3133	3	1	1	0	0	1	0	6	0	41	33	4	37	0	2	1	2	0	1	0	13	0	5	48	135	2	0	1	6	10
3103	0	0	0	0	0	1	1	2	1	6	16	5	5	0	0	0	2	0	3	0	0	0	4	6	6	4	0	6	6	4
953	3	3	0	6	2	2	26	76	0	48	55	34	41	0	6	0	3	5	0	0	16	0	29	11	16	150	89	1	5	26.5
3291	0	0	0	0	0	0	0	0	0	9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	7	6	1
519	0	11	0	1	2	1	10	7	0	10	2	1	9	0	0	0	6	0	59	0	1	0	9	5	4	22	15	1	5	8.5
908	12	18	0	1	3	1	7	76	1	43	52	26	57	0	5	1	15	6	94	3	12	0	18	44	45	39	30	4	5	16.5
1007	0	0	0	1	5	5	70	15	1	27	32	50	16	0	1	0	3	0	0	1	7	0	7	2	2	115	58	1	5	28.5
272	0	0	1	0	0	0	4	1	0	2	8	9	4	0	2	0	0	0	153	7	2	0	9	3	0	48	57	7	5	8.5
2929	5	1	3	1	5	1	0	2	3	21	37	5	27	0	3	3	0	0	0	2	15	0	14	16	47	4	0	1	6	15.375
2229	7	0	0	3	0	1	0	2	0	24	14	0	32	0	6	10	0	0	0	1	13	0	7	5	37	0	0	7	3	10.5
3707	2	3	1	0	0	0	1	15	1	6	5	9	2	0	0	0	1	0	1	0	0	0	1	15	22	9	20	1	2	3
122	1	0	0	1	1	1	0	7	1	2	2	0	2	0	2	1	0	0	0	0	0	0	4	2	2	5	0	6	5	3.5
672	8	0	0	0	0	2	1	0	0	54	6	0	9	9	0	0	1	0	0	10	0	0	0	2	2	2	0	2	1	21
3228	1	2	2	0	0	0	0	2	3	17	9	6	4	1	1	4	0	0	10	0	2	0	3	9	19	0	0	7	3	4.5
1369	1	11	7	0	0	0	21	45	4	71	57	23	63	0	2	8	18	0	37	0	0	0	1	35	37	65	0	1	5	18.5
649	7	0	1	1	8	3	6	5	4	42	55	11	45	0	1	0	0	0	65	0	11	2	17	6	12	169	0	7	5	31.5
3545	1	5	1	0	0	1	1	2	0	12	34	35	19	0	0	1	2	2	37	3	4	0	2	37	33	5	14	1	3	10.5
1459	3	2	2	0	0	2	9	7	4	3	13	7	9	2	0	0	3	0	41	0	0	0	5	38	1	19	1	1	6	8
959	8	19	0	0	2	13	0	14	1	6	7	9	13	15	2	0	0	1	97	2	3	3	12	75	26	4	0	4	5	12.5
821	1	0	0	0	0	1	0	43	0	7	6	0	4	3	0	2	4	0	63	1	0	0	4	15	16	5	0	2	1	5.5
22	3	0	0	1	0	1	0	0	0	0	7	1	3	0	2	0	0	0	3	1	1	2	6	3	2	10	0	6	5	10
2948	2	7	6	0	0	0	0	11	0	5	35	5	7	1	0	3	4	1	21	0	0	4	8	12	22	17	4	5	6	7
2520	3	0	0	0	0	1	0	5	3	25	42	11	5	1	0	0	1	4	0	4	8	2	6	10	32	1	0	1	6	14.5
591	17	0	0	0	0	1	0	0	0	67	4	0	10	9	0	0	0	0	0	2	1	0	0	0	1	0	0	2	3	10.5
538	0	1	0	0	2	0	17	1	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	7	10	5	0	2	6	2.5
2274	2	0	1	2	0	0	0	0	0	4	10	0	6	6	0	0	0	0	0	0	8	0	3	2	35	0	0	7	3	4.5
2598	5	2	1	2	0	1	0	3	1	24	43	7	26	1	1	4	0	0	0	19	10	2	8	14	35	1	0	7	3	11
2076	12	2	1	0	0	0	0	15	0	41	37	13	28	0	6	2	0	0	0	0	11	0	6	12	89	0	0	7	3	11
676	3	0	0	0	0	0	1	0	0	18	1	0	0	2	0	0	0	0	0	4	1	0	0	0	0	43	0	2	1	10
69	3	0	0	0	4	2	0	29	0	4	10	0	12	0	0	1	0	0	2	2	0	3	17	17	9	6	0	6	5	12
1953	10	3	1	0	0	2	1	21	0	58	79	17	45	0	6	24	0	1	1	6	13	0	18	36	141	0	0	7	3	25
3023	0	17	19	0	0	1	8	0	0	53	71	12	27	0	12	4	7	1	31	1	13	0	21	72	75	6	0	7	3	16
3641	0	0	0	0	1	0	1	0	0	4	7	7	1	2	0	1	1	0	0	0	2	0	0	0	0	16	0	5	2	4
1427	0	19	2	0	2	1	23	16	0	151	123	32	7	0	7	1	20	0	40	3	2	0	3	28	23	105	47	1	5	24.5
2413	0	0	0	0	1	0	0	3	5	0	13	1	7	4	1	0	1	0	61	3	0	0	6	14	11	2	0	2	6	8.5
2347	12	2	3	5	0	0	0	32	0	36	32	4	28	4	3	7	2	0	5	0	16	10	10	46	169	0	0	7	3	17
3175	2	0	0	0	0	0	2	12	1	7	19	3	16	1	1	0	8	0	20	0	0	0	23	48	42	60	1	1	6	9.5
1997	0	0	0	2	0	0	0	0	0	5	3	0	2	2	0	1	0	0	0	0	0	0	1	0	0	0	0	7	3	1.5
1284	4	0	0	0	0	1	0	0	0	103	6	0	5	10	0	0	1	0	0	0	3	0	0	2	6	0	0	5	3	5.5
3090	8	2	8	1	0	5	0	16	0	16	46	3	27	5	1	0	3	0	4	5	10	0	3	31	112	1	0	7	3	17.385
1454	4	10	0	0	2	2	8	69	4	46	35	39	54	2	3	0	0	0	220	2	0	1	9	23	36	35	50	2	6	17
2237	6	1	1	2	0	0	0	2	1	18	10	2	9	0	1	7	1	0	0	0	2	0	2	14	44	0	0	7	3	5
1313	0	0	0	0	0	2	0	0	0	51	9	0	10	1	2	0	0	0	0	0	0	0	0	1	3	3	0	6	6	5
1601	1	1	0	0	0	0	0	0	0	15	24	3	22	1	2	0	0	0	0	3	1	0	4	6	7	6	12	5	6	7
3210	0	1	0	0	0	0	1	0	0	21	21	6	12	0	3	1	11	0	5	0	7	1	3	4	4	10	6	1	6	6.5
240	8	0	1	1	3	1	3	2	1	134	34	7	8	0	5	0	0	0	0	4	24	1	2	4	4	78	1	6	5	21.5
1657	1	0	0	0	0	0	1	0	2	15	14	16	9	2	0	0	0	0	0	6	3	0	4	0	2	16	15	1	6	7
2379	2	0	1	1	0	0	0	2	2	0	23	3	14	0	2	2	0	0	0	0	2	0	6	4	16	1	0	7	6	5
723	3	0	0	0	1	0	0	3	0	1	2	0	2	1	0	0	0	0	1	1	0	0	0	2	1	0	0	2	1	5
1542	1	0	0	0	0	1	0	0	0	8	2	1	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	5	6	1.5
2190	5	2	0	2	0	0	0	9	0	8	13	0	4	0	0	5	0	0	0	0	5	0	6	14	26	0	0	7	3	5
2218	0	1	0	1	0	1	2	3	4	17	15	12	7	0	2	1	1	0	0	2	0	0	3	22	17	44	15	5	6	14
1164	1	0	0	0	0	0	0	26	0	26	7	0	7	1	2	1	0	0	16	0	4	0	3	18	20	1	0	1	1	5
3361	1	1	1	0	0	0	0	31	0	5	9	0	5	3	0	0	0	0	1	0	3	0	0	18	27	0	0	7	3	5.5
3254	3	2	1	1	0	1	2	6	0	24	19	15	18	7	0	1	1	0	7	2	5	3	0	11	22	0	0	7	3	8.19
1123	3	0	0	0	0	1	0	0	1	29	8	0	4	4	2	2	0	0	11	1	2	0	4	10	10	1	0	1	1	5.5
1971	1	7	0	0	0	5	9	46	3	2	24	42	19	6	2	0	8	0	12	4	5	0	19	44	38	36	3	5	6	18
949	1	0	0	0	10	5	11	1	0	37	26	17	14	0	0	0	0	0	108	0	6	0	9	0	0	120	12	7	5	18.5
3685	3	2	0	0	0	0	0	9	0	8	5	5	5	0	1	0	0	1	15	1	4	0	0	4	11	7	4	1	2	4.19
2628	5	5	3	1	0	0	5	37	8	10	48	12	70	0	2	0	7	0	42	0	10	4	16	41	97	15	2	6	6	14
1083	1	0	0	0	0	0	0	1	1	21	7	0	1	1	0	0	0	0	0	1	0	0	1	0	0	8	0	2	3	5
2470	6	0	0	0	1	0	0	1	0	3	8	2	0	0	2	0	0	5	0	0	5	0	5	6	9	2	0	7	6	7
3121	2	9	1	0	0	1	0	45	1	2	14	4	3	28	0	0	4	0	6	0	0	0	3	36	69	18	0	1	6	7
1812	11	5	2	2	0	1	0	20	0	14	58	4	42	2	2	9	0	0	7	2	35	1	29	36	124	0	0	7	3	23
1518	2	0	0	2	0	1	8	0	1	8	25	21	12	0	3	0	0	1	0	0	4	0	4	0	10	31	0	1	1	10
2639	6	4	3	0	3	1	0	0	0	9	21	5	18	1	0	0	0	0	0	0	4	0	6	1	3	18	0	7	6	7
2389	7	0	0	1	0	0	0	0	0	21	6	0	2	8	1	1	0	0	0	0	6	1	1	1	34	0	0	7	3	5
1986	8	0	0	0	4	0	4	0	3	43	51	46	50	2	4	2	1	0	0	7	14	0	20	7	5	83	23	5	2	28
525	0	14	0	0	2	0	22	17	0	2	7	28	7	0	0	0	13	0	217	2	6	0	2	2	12	74	63	2	5	29
144	1	0	0	1	0	2	1	11	0	1	3	2	0	0	0	0	0	0	0	2	1	0	2	4	1	9	2	6	5	3.5
3453	2	0	0	0	0	2	2	5	3	24	18	0	5	5	1	1	3	1	14	0	2	1	5	12	7	25	5	7	6	13
1993	0	0	0	0	1	0	4	0	3	0	4	5	1	0	0	0	0	0	0	0	0	0	1	1	1	12	1	3	6	3
1615	5	0	1	1	8	0	2	1	3	48	79	60	75	0	7	0	0	0	0	3	8	0	13	3	2	34	11	5	2	25
1958	1	0	0	0	0	0	1	5	1	2	7	0	20	0	0	0	1	0	1	0	1	0	3	21	16	0	0	7	3	3.5
2390	3	0	1	2	0	0	0	6	0	41	22	3	17	2	1	3	0	0	0	2	10	1	4	5	41	3	0	7	3	9.5
1057	3	1	1	0	1	0	19	3	0	61	24	24	7	0	3	0	5	0	0	11	2	1	11	0	11	80	9	1	5	18
3024	0	0	2	0	0	0	0	2	0	0	2	0	2	0	0	0	2	0	3	0	0	0	0	2	4	1	2	3	6	0.5
3595	1	0	0	0	0	0	3	0	1	15	13	11	7	1	0	0	2	1	32	0	2	0	1	9	6	18	19	1	2	5.5
1912	1	0	0	0	0	3	0	2	1	27	4	0	1	4	0	0	0	0	0	5	4	0	2	5	0	5	0	5	6	5.5
2588	14	0	2	0	0	0	3	7	3	24	31	5	27	3	3	5	0	0	0	1	9	10	9	6	26	7	0	7	6	16
2304	6	0	0	0	2	0	1	4	3	7	36	5	14	1	0	3	0	0	0	0	8	1	5	6	13	10	6	5	6	12.5
3367	13	3	0	1	0	1	2	0	5	101	23	0	11	12	3	8	4	3	4	3	7	0	1	2	8	44	24	1	6	18.5
1785	0	0	0	0	0	0	0	1	0	8	2	0	0	10	0	0	0	0	0	2	0	0	1	3	2	3	0	3	6	4
1935	4	0	0	0	0	0	2	0	1	14	17	14	8	5	0	0	0	0	0	2	0	1	2	1	0	10	10	5	2	6
1387	2	6	0	0	0	8	9	3	0	64	15	0	7	6	3	2	4	0	0	8	5	0	10	9	25	32	0	5	6	18
854	0	2	0	0	0	0	1	52	0	0	0	0	1	0	0	0	1	0	19	0	0	0	7	14	2	1	0	4	5	4
151	2	1	0	0	1	0	0	20	0	4	2	0	0	0	1	0	0	0	7	1	0	0	7	13	10	6	0	6	5	4.5
1470	4	6	11	0	1	1	3	87	0	38	30	23	33	17	0	22	0	0	140	1	6	3	4	26	49	5	0	1	1	16.5
3633	0	4	0	0	0	0	0	1	3	6	0	0	0	0	0	0	2	0	5	1	0	0	3	4	8	0	0	3	6	1.5
2238	5	0	2	2	0	0	0	6	0	30	18	0	9	4	3	8	0	0	0	0	14	1	4	18	91	0	0	7	3	10
1826	0	0	0	0	0	0	0	0	0	3	4	0	0	4	0	1	0	0	0	0	1	0	0	0	0	1	0	5	6	2
1127	2	0	0	0	0	1	0	13	0	8	4	1	3	0	1	1	0	0	14	0	0	0	1	0	8	0	0	2	1	4
3427	1	4	1	0	0	1	0	16	0	2	16	0	5	0	1	0	0	0	4	0	2	0	3	14	16	0	0	1	3	4.5
3371	0	0	0	0	0	0	1	0	0	3	5	0	2	0	0	4	3	0	20	0	0	0	2	12	6	2	0	1	6	6
1044	2	0	0	1	0	1	0	12	3	46	4	3	2	3	0	2	0	0	36	1	0	0	2	13	12	5	0	1	1	8.25
3690	3	3	0	0	0	1	1	11	1	19	5	9	6	1	0	2	1	1	29	0	1	0	2	11	14	24	5	1	2	5
422	4	0	0	0	0	0	0	2	3	21	33	22	59	0	7	2	0	0	0	2	4	0	7	7	2	21	0	7	5	17.5
2305	2	3	2	0	0	0	1	24	6	22	25	18	41	1	4	0	3	0	14	0	12	0	9	11	37	8	3	5	6	15.5
282	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	7	5	3
1850	6	0	0	0	1	0	4	1	0	32	31	47	12	3	3	0	0	0	0	0	3	0	10	9	7	50	27	7	2	17
909	2	14	0	0	2	9	13	35	2	3	30	18	32	0	10	2	8	0	113	5	14	0	7	38	57	41	92	4	5	18
681	2	0	0	0	0	0	0	1	0	40	7	9	2	7	0	0	0	0	1	6	1	0	0	0	0	49	0	2	1	10.5
497	0	2	0	0	15	1	31	35	0	0	2	54	8	0	0	0	30	0	152	0	0	0	19	41	31	63	73	2	5	28
2836	9	3	4	2	0	1	1	19	7	23	44	12	12	8	0	8	6	0	28	4	16	1	4	55	47	13	6	7	6	14.5
3143	5	7	2	0	0	4	1	34	4	32	24	16	71	20	1	9	18	0	30	0	2	0	16	73	65	63	2	1	6	22.5
263	16	0	0	1	2	0	3	0	2	21	60	14	14	0	0	1	2	0	1	2	7	0	7	2	2	105	25	7	5	23.5
911	2	20	0	13	0	3	29	112	1	24	82	31	22	0	11	6	7	0	181	7	15	0	14	36	46	158	12	1	5	25
1529	0	0	0	0	0	2	3	0	0	7	7	0	9	1	0	0	5	0	0	0	0	0	1	1	1	15	0	5	6	8
204	5	0	0	0	4	0	0	2	4	191	15	6	8	0	4	0	1	0	7	4	19	1	1	5	4	81	0	6	5	22.5
639	5	0	0	0	0	0	0	0	0	36	6	0	1	11	0	0	0	0	0	2	2	0	0	1	0	7	0	2	1	5
1793	3	0	0	0	1	0	3	0	2	17	14	14	4	3	1	0	0	0	0	3	3	0	2	0	0	28	23	5	6	8.5
1407	1	1	0	0	2	1	2	1	1	2	26	14	3	1	2	0	0	0	0	0	2	0	15	6	2	26	2	1	1	12.5
2252	9	0	0	0	0	0	0	0	17	15	38	16	40	9	0	0	2	0	0	0	11	0	3	7	9	8	0	5	6	21
2294	6	10	3	0	1	0	1	133	3	8	42	21	60	2	1	1	7	0	1	0	7	1	37	98	65	36	0	6	6	14.5
437	0	4	0	0	1	0	2	2	0	87	46	69	41	0	0	2	0	0	0	0	0	0	3	0	0	48	98	1	1	17.5
3337	3	2	4	0	0	0	0	17	1	2	22	0	9	3	0	0	1	0	3	1	6	2	7	18	39	0	0	7	3	10
2925	10	0	1	0	2	1	2	1	6	21	39	8	13	87	4	8	1	2	0	4	7	1	6	3	7	18	1	1	6	17.5
